reaction	reactant	product	type
R10101	C15987	C00218	kegg
R10102	C15987	C00334	kegg
R10103	C20361	C19567	kegg
R10103	C20361	C00218	kegg
R10105	C19567	C19569	kegg
R10131	C20381	C16152	kegg
R10132	C20381	C16152	kegg
R11048	C01056	C21075	kegg
R11049	C21075	C01297	kegg
R11176	C21154	C20361	kegg
R11178	C20361	C19569	kegg
R11178	C20361	C00218	kegg
R11179	C19569	C19631	kegg
R00130	C00882	C00008	kegg
R01211	C01088	C00141	kegg
R01226	C00143	C00101	kegg
R01226	C00143	C00966	kegg
R01226	C00141	C00101	kegg
R01226	C00141	C00966	kegg
R02471	C00522	C01053	kegg
R02472	C00522	C00966	kegg
R02474	C00864	C00522	kegg
R02474	C00864	C00099	kegg
R02971	C00831	C01134	kegg
R02972	C04079	C00831	kegg
R02973	C00831	C00864	kegg
R02973	C00831	C01678	kegg
R03018	C00864	C03492	kegg
R03035	C01134	C00882	kegg
R03036	C00882	C01134	kegg
R03198	C01053	C01088	kegg
R03269	C04352	C01134	kegg
R03927	C00864	C05944	kegg
R04230	C03492	C04352	kegg
R04230	C00097	C04352	kegg
R04231	C00063	C00055	kegg
R04231	C00063	C04352	kegg
R04231	C03492	C00055	kegg
R04231	C03492	C04352	kegg
R04231	C00097	C00055	kegg
R04231	C00097	C04352	kegg
R04391	C04079	C04352	kegg
R04439	C04272	C06010	kegg
R09378	C00522	C18911	kegg
R12608	C00044	C00035	kegg
R12608	C00882	C00035	kegg
R01074	C00120	C05921	kegg
R01077	C05552	C00120	kegg
R01077	C05552	C00047	kegg
R01078	C01909	C00120	kegg
R01078	C01909	C05198	kegg
R03182	C01037	C01909	kegg
R03209	C02656	C01063	kegg
R03210	C01063	C01092	kegg
R03210	C00041	C01092	kegg
R03231	C01092	C04425	kegg
R03231	C01092	C01037	kegg
R03762	C05921	C01894	kegg
R10124	C00041	C01092	kegg
R10127	C20386	C00120	kegg
R10699	C00047	C04076	kegg
R10699	C00047	C01037	kegg
R10699	C01092	C04076	kegg
R10699	C01092	C01037	kegg
R07770	C16241	C16238	kegg
R00428	C00044	C05922	kegg
R00942	C00101	C09332	kegg
R01716	C00251	C11355	kegg
R01793	C00268	C00272	kegg
R01794	C00268	C00272	kegg
R01812	C00272	C06313	kegg
R01813	C00272	C04244	kegg
R02237	C00921	C00415	kegg
R02975	C02953	C00835	kegg
R03066	C01300	C00921	kegg
R03066	C00568	C00921	kegg
R03067	C04807	C00921	kegg
R03067	C00568	C00921	kegg
R03388	C01217	C05927	kegg
R03503	C01300	C04807	kegg
R03504	C04874	C00266	kegg
R03504	C04874	C01300	kegg
R04285	C04244	C03684	kegg
R04286	C04895	C03684	kegg
R04286	C04895	C00536	kegg
R04620	C04895	C04874	kegg
R04621	C04874	C05925	kegg
R04622	C04874	C05926	kegg
R04638	C04895	C05925	kegg
R04639	C04895	C06148	kegg
R04734	C15522	C00268	kegg
R05046	C05922	C05923	kegg
R05048	C05923	C06148	kegg
R05553	C11355	C00568	kegg
R07211	C00079	C00082	kegg
R07211	C00079	C15522	kegg
R07211	C00272	C00082	kegg
R07211	C00272	C15522	kegg
R07212	C00082	C00355	kegg
R07212	C00082	C15522	kegg
R07212	C00272	C00355	kegg
R07212	C00272	C15522	kegg
R07213	C00078	C00643	kegg
R07213	C00078	C15522	kegg
R07213	C00272	C00643	kegg
R07213	C00272	C15522	kegg
R07605	C16675	C15996	kegg
R08208	C00272	C03684	kegg
R09394	C00044	C21310	kegg
R09394	C00044	C05198	kegg
R09395	C18239	C05924	kegg
R09594	C01217	C18802	kegg
R09726	C05924	C19848	kegg
R09735	C19848	C18237	kegg
R09735	C06232	C18237	kegg
R09959	C04895	C20239	kegg
R09959	C04895	C00084	kegg
R09959	C04895	C00536	kegg
R09978	C20248	C15996	kegg
R10002	C20239	C20248	kegg
R10339	C04807	C20562	kegg
R10339	C20559	C20562	kegg
R10344	C20567	C05925	kegg
R10348	C00044	C20567	kegg
R10802	C01217	C05927	kegg
R11037	C04874	C21065	kegg
R11037	C04874	C00266	kegg
R11072	C01304	C05925	kegg
R11102	C00119	C21107	kegg
R11102	C00156	C21107	kegg
R11372	C21310	C18239	kegg
R11581	C18237	C19871	kegg
R11581	C00044	C19871	kegg
R11582	C18237	C21485	kegg
R11582	C00063	C21485	kegg
R11583	C18237	C21486	kegg
R11583	C18237	C00041	kegg
R11583	C00097	C21486	kegg
R11583	C00097	C00041	kegg
R11718	C05925	C01300	kegg
R11718	C05925	C21614	kegg
R11719	C04895	C01300	kegg
R11719	C04895	C21615	kegg
R11763	C21640	C03684	kegg
R11764	C00272	C21640	kegg
R11765	C00272	C02953	kegg
R11766	C04244	C00835	kegg
R11767	C00268	C02953	kegg
R12644	C02953	C06313	kegg
R00778	C00086	C01566	kegg
R05558	C06551	C06552	kegg
R05559	C06552	C06553	kegg
R05559	C06552	C00797	kegg
R05560	C06553	C06554	kegg
R05560	C06553	C06748	kegg
R05563	C06555	C01010	kegg
R05564	C06551	C06556	kegg
R05564	C06551	C00207	kegg
R05565	C06551	C06559	kegg
R05565	C06551	C00084	kegg
R05567	C06556	C06560	kegg
R05567	C06556	C00084	kegg
R05568	C06559	C06560	kegg
R05568	C06559	C00207	kegg
R05569	C06560	C08735	kegg
R05572	C06556	C06557	kegg
R05573	C06558	C06554	kegg
R05573	C06558	C00797	kegg
R05574	C06557	C06558	kegg
R06966	C08735	C08734	kegg
R06967	C08734	C06554	kegg
R06968	C08737	C08733	kegg
R06969	C08733	C08734	kegg
R06970	C14147	C14148	kegg
R06971	C14148	C14149	kegg
R06972	C14149	C06554	kegg
R06972	C14149	C14150	kegg
R00032	C02094	C00376	kegg
R02123	C00376	C00777	kegg
R02124	C00473	C00376	kegg
R02125	C00376	C00777	kegg
R02367	C00154	C02588	kegg
R02367	C00473	C02588	kegg
R02368	C02588	C00473	kegg
R02368	C02588	C00249	kegg
R02902	C00777	C11061	kegg
R02902	C00167	C11061	kegg
R07163	C15492	C00473	kegg
R08379	C00473	C00376	kegg
R08391	C00777	C16680	kegg
R08392	C00777	C16677	kegg
R00036	C00430	C00931	kegg
R00070	C05791	C05795	kegg
R00078	C14818	C14819	kegg
R00084	C00931	C01024	kegg
R00310	C02191	C00032	kegg
R00310	C14818	C00032	kegg
R00311	C00032	C00237	kegg
R00311	C00032	C14818	kegg
R02271	C00430	C02800	kegg
R02271	C00430	C00041	kegg
R02272	C00430	C03741	kegg
R02864	C00748	C14818	kegg
R02864	C00748	C05778	kegg
R03165	C01024	C01051	kegg
R03166	C01024	C05766	kegg
R03194	C01051	C02463	kegg
R03195	C01051	C02469	kegg
R03197	C01051	C03263	kegg
R03220	C03263	C01079	kegg
R03222	C01079	C02191	kegg
R03845	C02139	C02880	kegg
R03877	C02191	C03516	kegg
R03877	C00305	C03516	kegg
R03947	C02463	C05778	kegg
R03948	C02463	C05772	kegg
R04148	C01185	C00253	kegg
R04148	C01185	C04778	kegg
R04148	C03114	C00253	kegg
R04148	C03114	C04778	kegg
R04178	C03263	C05770	kegg
R04237	C03516	C04536	kegg
R04594	C04778	C05775	kegg
R04795	C05427	C05798	kegg
R04795	C05427	C00305	kegg
R04795	C02139	C05798	kegg
R04795	C02139	C00305	kegg
R04971	C05766	C05767	kegg
R04972	C05766	C05768	kegg
R04973	C05768	C05769	kegg
R05149	C06319	C06408	kegg
R05150	C06319	C06320	kegg
R05177	C06408	C06399	kegg
R05180	C06406	C06407	kegg
R05181	C06407	C06416	kegg
R05217	C05772	C06406	kegg
R05218	C06504	C06505	kegg
R05218	C06504	C00061	kegg
R05218	C01847	C06505	kegg
R05218	C01847	C00061	kegg
R05219	C06320	C06416	kegg
R05220	C06505	C06506	kegg
R05220	C06505	C00536	kegg
R05221	C06508	C06509	kegg
R05222	C06509	C06510	kegg
R05222	C00044	C06510	kegg
R05223	C00194	C06510	kegg
R05223	C00194	C05775	kegg
R05223	C00144	C06510	kegg
R05223	C00144	C05775	kegg
R05224	C06399	C06503	kegg
R05225	C06506	C06507	kegg
R05226	C06507	C06508	kegg
R05226	C03194	C06508	kegg
R05227	C06503	C06504	kegg
R05227	C00175	C06504	kegg
R05807	C05778	C11538	kegg
R05807	C00175	C11538	kegg
R05808	C11538	C17401	kegg
R05810	C11540	C16242	kegg
R05812	C11542	C11543	kegg
R05814	C11545	C05773	kegg
R05815	C05773	C06504	kegg
R05819	C11630	C05912	kegg
R06254	C05790	C05794	kegg
R06255	C05789	C05793	kegg
R06256	C05791	C05790	kegg
R06257	C05790	C05789	kegg
R06265	C04536	C11829	kegg
R06266	C11829	C11830	kegg
R06267	C11830	C11831	kegg
R06268	C04536	C11829	kegg
R06268	C04536	C05198	kegg
R06269	C11829	C11830	kegg
R06269	C11829	C05198	kegg
R06270	C11830	C11831	kegg
R06270	C11830	C05198	kegg
R06271	C11831	C02880	kegg
R06272	C11832	C02139	kegg
R06282	C02139	C02880	kegg
R06286	C11832	C11831	kegg
R06529	C06507	C06509	kegg
R06529	C04122	C06509	kegg
R06530	C12147	C04122	kegg
R06531	C00188	C12147	kegg
R06558	C06508	C06509	kegg
R06558	C06508	C00035	kegg
R06558	C00044	C06509	kegg
R06558	C00044	C00035	kegg
R06895	C03263	C01079	kegg
R06895	C03263	C05198	kegg
R06896	C11831	C02880	kegg
R07302	C06507	C06508	kegg
R07302	C03194	C06508	kegg
R07411	C00032	C15672	kegg
R07772	C16242	C16243	kegg
R07772	C16242	C00084	kegg
R07773	C16243	C11542	kegg
R07774	C11543	C16244	kegg
R07775	C16244	C11545	kegg
R08203	C02139	C16540	kegg
R08204	C16540	C16541	kegg
R08914	C16540	C16541	kegg
R08915	C16540	C16541	kegg
R08974	C18021	C18064	kegg
R08974	C18021	C00132	kegg
R09033	C02139	C18021	kegg
R09033	C02139	C00305	kegg
R09053	C02139	C18152	kegg
R09054	C18152	C18153	kegg
R09055	C18153	C18155	kegg
R09056	C18155	C18156	kegg
R09059	C02139	C18154	kegg
R09060	C18154	C18153	kegg
R09061	C02139	C18157	kegg
R09061	C02139	C00132	kegg
R09066	C16540	C02139	kegg
R09067	C16541	C05307	kegg
R09067	C05427	C05307	kegg
R09068	C05307	C16541	kegg
R09068	C05307	C01389	kegg
R09489	C01079	C02191	kegg
R10468	C00032	C14818	kegg
R11226	C11242	C21217	kegg
R11329	C21284	C05770	kegg
R11329	C21284	C14818	kegg
R11507	C18157	C21427	kegg
R11508	C21427	C21428	kegg
R11509	C21428	C21429	kegg
R11510	C18157	C21431	kegg
R11511	C21427	C21432	kegg
R11512	C21428	C21433	kegg
R11513	C21429	C21434	kegg
R11514	C00353	C21217	kegg
R11514	C18155	C21217	kegg
R11517	C18156	C21435	kegg
R11517	C00353	C21435	kegg
R11518	C21435	C11243	kegg
R11519	C02880	C11831	kegg
R11522	C21284	C00032	kegg
R11579	C00032	C14818	kegg
R11579	C00032	C00237	kegg
R11580	C17401	C11540	kegg
R11626	C05778	C21510	kegg
R11626	C19609	C21510	kegg
R11627	C21510	C21511	kegg
R11628	C21511	C21512	kegg
R11629	C21512	C05777	kegg
R11816	C00032	C21723	kegg
R11816	C00032	C00237	kegg
R11816	C00032	C14818	kegg
R11817	C00032	C00237	kegg
R11817	C00032	C14818	kegg
R12002	C21284	C00032	kegg
R12002	C21284	C05198	kegg
R12184	C06504	C00536	kegg
R12184	C06504	C06506	kegg
R12605	C01079	C02191	kegg
R01121	C01143	C00129	kegg
R01123	C00129	C00235	kegg
R01658	C00235	C00341	kegg
R01658	C00129	C00341	kegg
R02003	C00341	C00448	kegg
R02061	C00129	C00353	kegg
R02063	C00353	C05427	kegg
R02081	C00418	C00356	kegg
R02082	C00418	C00356	kegg
R02245	C00418	C01107	kegg
R03245	C01107	C01143	kegg
R03264	C01126	C03461	kegg
R05633	C11434	C11435	kegg
R05633	C00063	C11435	kegg
R05634	C11435	C11436	kegg
R05637	C11436	C11453	kegg
R05637	C11436	C00055	kegg
R05688	C11434	C11437	kegg
R05884	C11811	C00129	kegg
R08199	C00235	C16521	kegg
R08210	C00235	C11811	kegg
R08689	C11453	C11811	kegg
R08697	C00448	C01126	kegg
R09245	C00129	C01230	kegg
R09246	C00353	C01230	kegg
R09246	C00129	C01230	kegg
R09247	C00129	C04216	kegg
R09248	C00129	C04146	kegg
R09249	C00129	C17432	kegg
R09250	C00341	C04145	kegg
R09250	C00129	C04145	kegg
R09251	C00353	C04145	kegg
R09251	C00129	C04145	kegg
R09562	C19691	C03461	kegg
R09562	C19691	C00097	kegg
R09849	C01126	C20121	kegg
R09849	C01126	C00112	kegg
R09849	C00063	C20121	kegg
R09849	C00063	C00112	kegg
R09850	C20121	C00112	kegg
R09850	C00063	C00112	kegg
R10093	C20345	C00129	kegg
R10412	C01126	C03461	kegg
R10561	C01107	C20345	kegg
R10779	C00418	C20847	kegg
R10780	C20847	C20848	kegg
R10781	C20848	C20345	kegg
R10859	C11811	C11453	kegg
R01657	C00235	C04290	kegg
R01657	C00078	C04290	kegg
R03230	C01091	C01626	kegg
R03703	C02074	C01761	kegg
R03703	C02074	C00031	kegg
R03738	C03470	C00398	kegg
R03738	C03470	C01852	kegg
R03820	C03470	C03309	kegg
R03820	C03470	C00031	kegg
R03860	C02151	C03677	kegg
R04013	C04578	C02673	kegg
R05824	C11679	C03677	kegg
R05825	C11632	C11633	kegg
R05825	C11632	C00132	kegg
R05828	C11635	C09239	kegg
R05829	C02151	C11632	kegg
R05844	C03309	C11678	kegg
R05845	C11678	C11679	kegg
R05846	C03677	C11680	kegg
R05847	C11680	C09024	kegg
R05852	C03677	C11691	kegg
R05853	C11691	C09244	kegg
R05854	C11691	C09107	kegg
R05855	C09244	C11643	kegg
R05857	C02673	C01091	kegg
R05858	C01626	C11641	kegg
R05858	C09107	C11641	kegg
R05859	C11641	C07201	kegg
R05860	C07201	C07204	kegg
R05866	C09244	C11676	kegg
R05867	C11676	C11677	kegg
R05868	C09244	C11677	kegg
R05869	C09244	C11783	kegg
R05870	C11783	C11784	kegg
R05876	C11633	C11807	kegg
R05877	C11807	C01761	kegg
R05878	C11808	C01761	kegg
R05879	C11809	C11808	kegg
R05880	C11809	C11810	kegg
R05881	C11810	C06542	kegg
R05882	C01761	C02074	kegg
R05885	C11643	C11675	kegg
R05886	C09244	C11812	kegg
R07513	C15985	C06542	kegg
R08480	C08312	C07576	kegg
R10128	C09131	C20379	kegg
R10163	C20408	C20409	kegg
R10166	C04290	C20410	kegg
R10200	C20437	C20436	kegg
R10201	C20436	C20438	kegg
R10201	C00235	C20438	kegg
R10229	C09023	C20457	kegg
R11802	C21682	C21683	kegg
R11811	C09244	C21683	kegg
R11912	C00398	C21762	kegg
R11932	C21777	C21762	kegg
R11933	C21762	C21778	kegg
R11935	C21778	C21779	kegg
R11936	C21779	C07576	kegg
R12093	C20408	C20437	kegg
R12094	C20379	C20457	kegg
R12104	C20410	C09131	kegg
R12138	C11809	C15985	kegg
R12142	C07576	C08312	kegg
R02004	C00341	C02344	kegg
R02006	C00341	C02462	kegg
R02007	C03190	C00341	kegg
R02009	C00341	C06074	kegg
R02013	C00341	C00521	kegg
R02177	C00400	C00843	kegg
R02468	C00521	C00964	kegg
R02469	C00521	C01123	kegg
R02470	C00521	C02452	kegg
R02944	C01765	C00808	kegg
R02994	C03092	C00848	kegg
R02995	C00848	C04718	kegg
R03114	C00964	C01767	kegg
R03261	C01123	C02485	kegg
R03554	C01512	C01433	kegg
R03555	C01433	C01852	kegg
R03556	C06071	C01433	kegg
R04578	C04718	C06066	kegg
R05090	C06070	C20790	kegg
R05765	C00341	C06308	kegg
R05766	C00341	C06307	kegg
R05832	C11636	C01512	kegg
R05833	C01512	C01957	kegg
R05834	C01957	C01852	kegg
R05898	C01512	C11672	kegg
R05899	C11672	C11673	kegg
R05900	C11673	C09769	kegg
R06417	C02485	C11951	kegg
R06418	C11951	C09893	kegg
R06419	C09893	C00843	kegg
R06421	C00341	C11393	kegg
R06422	C11393	C09844	kegg
R07632	C00341	C11388	kegg
R08396	C00341	C01500	kegg
R08499	C17621	C17622	kegg
R08529	C03190	C01765	kegg
R08784	C09844	C03092	kegg
R08785	C01500	C17621	kegg
R08923	C09893	C18025	kegg
R08925	C00843	C18027	kegg
R09923	C11388	C04433	kegg
R09924	C04433	C20221	kegg
R10834	C20789	C11636	kegg
R10835	C20790	C06071	kegg
R10918	C20943	C20944	kegg
R10919	C20943	C20944	kegg
R11055	C06074	C20943	kegg
R11551	C00341	C21203	kegg
R11552	C21203	C01500	kegg
R12182	C06070	C20789	kegg
R03945	C02452	C02576	kegg
R04040	C02759	C04435	kegg
R05784	C07271	C07276	kegg
R06366	C02576	C11924	kegg
R06367	C11924	C11929	kegg
R06368	C11924	C11929	kegg
R06369	C11929	C11934	kegg
R06370	C11934	C11935	kegg
R06371	C11935	C11936	kegg
R06373	C01767	C11398	kegg
R06376	C11396	C11398	kegg
R06386	C11398	C11402	kegg
R06390	C11402	C11404	kegg
R06391	C11403	C11406	kegg
R06394	C11404	C11405	kegg
R06396	C11405	C11407	kegg
R06399	C07276	C11937	kegg
R06400	C11937	C19079	kegg
R06402	C11938	C11939	kegg
R06403	C11939	C11940	kegg
R06405	C11941	C09884	kegg
R06410	C11943	C11945	kegg
R06412	C11945	C11947	kegg
R06413	C11947	C11948	kegg
R06414	C11948	C11949	kegg
R06414	C11948	C00100	kegg
R06415	C11949	C11950	kegg
R06515	C11405	C11407	kegg
R09392	C19079	C11405	kegg
R02064	C00353	C01414	kegg
R02068	C00353	C06089	kegg
R03008	C00859	C03579	kegg
R03009	C02035	C00859	kegg
R03806	C06095	C02034	kegg
R03807	C02034	C02035	kegg
R03809	C02035	C06096	kegg
R05092	C06089	C06090	kegg
R05097	C06094	C06095	kegg
R06195	C06090	C06091	kegg
R06196	C06090	C06092	kegg
R06291	C06090	C11872	kegg
R06292	C11872	C11873	kegg
R06293	C11873	C11874	kegg
R06294	C11874	C11875	kegg
R06295	C11875	C06093	kegg
R06296	C11875	C11876	kegg
R06297	C06093	C11857	kegg
R06305	C00353	C11894	kegg
R06306	C11894	C11895	kegg
R06307	C11895	C11896	kegg
R06308	C11895	C11897	kegg
R06309	C11896	C11898	kegg
R06310	C11899	C11700	kegg
R06310	C00512	C11700	kegg
R06311	C11700	C11900	kegg
R06316	C11890	C06088	kegg
R06318	C11897	C11899	kegg
R06319	C20151	C11899	kegg
R06321	C00353	C11893	kegg
R06322	C11857	C11860	kegg
R06323	C11860	C11861	kegg
R06324	C11858	C11859	kegg
R06325	C11859	C11862	kegg
R06326	C11861	C11863	kegg
R06327	C11862	C11864	kegg
R06328	C06093	C11905	kegg
R06329	C11857	C06094	kegg
R06330	C11860	C06095	kegg
R06331	C11861	C02034	kegg
R06332	C11863	C02035	kegg
R06333	C11857	C11858	kegg
R06334	C11860	C11859	kegg
R06335	C11861	C11862	kegg
R06336	C11863	C11864	kegg
R06337	C11863	C11865	kegg
R06338	C11864	C11868	kegg
R06339	C11853	C11858	kegg
R06340	C11905	C06094	kegg
R06341	C06093	C11853	kegg
R06342	C11868	C11869	kegg
R06343	C11865	C11854	kegg
R06344	C06096	C11855	kegg
R06345	C03579	C11870	kegg
R06346	C02035	C11871	kegg
R06347	C11871	C01699	kegg
R06349	C11863	C11866	kegg
R06350	C11866	C11867	kegg
R06351	C11878	C11882	kegg
R06352	C11879	C11883	kegg
R06353	C11880	C11884	kegg
R06354	C11882	C11887	kegg
R06355	C11883	C11886	kegg
R06356	C11884	C11885	kegg
R06357	C11887	C06087	kegg
R06358	C11886	C11888	kegg
R06359	C11885	C11889	kegg
R06617	C11864	C11867	kegg
R06618	C11867	C01699	kegg
R06619	C11864	C00859	kegg
R08171	C16524	C07394	kegg
R08171	C00512	C07394	kegg
R08172	C11900	C16523	kegg
R08173	C16523	C16524	kegg
R08916	C18016	C18015	kegg
R08917	C18016	C18015	kegg
R08993	C00353	C09094	kegg
R09108	C11881	C18219	kegg
R09109	C18219	C18220	kegg
R09110	C18220	C12077	kegg
R09112	C18211	C18221	kegg
R09113	C18221	C18222	kegg
R09114	C18222	C09118	kegg
R09119	C06089	C18226	kegg
R09122	C09094	C13273	kegg
R09123	C00353	C18229	kegg
R09861	C20145	C20146	kegg
R09866	C18226	C20150	kegg
R09867	C11898	C20151	kegg
R09874	C00353	C20158	kegg
R09903	C06089	C20145	kegg
R09921	C18224	C20208	kegg
R10533	C00353	C20681	kegg
R10562	C20681	C20700	kegg
R10562	C20681	C20701	kegg
R10727	C20711	C21425	kegg
R11657	C21560	C21561	kegg
R11658	C21560	C21562	kegg
R11820	C21656	C00353	kegg
R11851	C21656	C21714	kegg
R11989	C09092	C09163	kegg
R12123	C11887	C06087	kegg
R12652	C21425	C09092	kegg
R07427	C01789	C15784	kegg
R07428	C15784	C15785	kegg
R07429	C15785	C15786	kegg
R07430	C15789	C15790	kegg
R07431	C15790	C15791	kegg
R07444	C15791	C15792	kegg
R07445	C01789	C15795	kegg
R07446	C15795	C15796	kegg
R07447	C15796	C15797	kegg
R07448	C15798	C15799	kegg
R07449	C15799	C15800	kegg
R07450	C15802	C15803	kegg
R07451	C15803	C15794	kegg
R07452	C15785	C15796	kegg
R07453	C15786	C15797	kegg
R07454	C15787	C15798	kegg
R07455	C15799	C15791	kegg
R07457	C15800	C15792	kegg
R07466	C15786	C15787	kegg
R07467	C15787	C15788	kegg
R07468	C15788	C15789	kegg
R07471	C15794	C08814	kegg
R07472	C15797	C15798	kegg
R07786	C15795	C16252	kegg
R07787	C15796	C16253	kegg
R07789	C16252	C16253	kegg
R07790	C16253	C15800	kegg
R07791	C15797	C15800	kegg
R08840	C15791	C17733	kegg
R09761	C15794	C19873	kegg
R09762	C08814	C19874	kegg
R02065	C00353	C03427	kegg
R03824	C05435	C02094	kegg
R04786	C05413	C05414	kegg
R04787	C05414	C05430	kegg
R04798	C05430	C05431	kegg
R04800	C05431	C05432	kegg
R04801	C05431	C05434	kegg
R05341	C05432	C05435	kegg
R05345	C02094	C08592	kegg
R06946	C06098	C08579	kegg
R06947	C08579	C08614	kegg
R06948	C08614	C08606	kegg
R06954	C13453	C13455	kegg
R06955	C13453	C13454	kegg
R06956	C13454	C06082	kegg
R06957	C13455	C06082	kegg
R06958	C13455	C13456	kegg
R06959	C13456	C06082	kegg
R06962	C08586	C05433	kegg
R06963	C05432	C08586	kegg
R07178	C08614	C08579	kegg
R07178	C08614	C05422	kegg
R07178	C00072	C08579	kegg
R07178	C00072	C05422	kegg
R07179	C08579	C06098	kegg
R07179	C08579	C05422	kegg
R07179	C00072	C06098	kegg
R07179	C00072	C05422	kegg
R07202	C06082	C15514	kegg
R07270	C03427	C05413	kegg
R07320	C08614	C08585	kegg
R07321	C08579	C08584	kegg
R07516	C05435	C15859	kegg
R07517	C15859	C15860	kegg
R07518	C05432	C15867	kegg
R07521	C15874	C15877	kegg
R07522	C15877	C15878	kegg
R07523	C15878	C15879	kegg
R07524	C15879	C15881	kegg
R07525	C15881	C15884	kegg
R07526	C15884	C15885	kegg
R07528	C15886	C15887	kegg
R07529	C15887	C15888	kegg
R07530	C05433	C08590	kegg
R07531	C08590	C08601	kegg
R07532	C05431	C15892	kegg
R07533	C15892	C15895	kegg
R07534	C15892	C15898	kegg
R07535	C15898	C15900	kegg
R07536	C15900	C15902	kegg
R07537	C15900	C15903	kegg
R07538	C15902	C15905	kegg
R07539	C15903	C15905	kegg
R07541	C05435	C15908	kegg
R07543	C15908	C15911	kegg
R07544	C15911	C15914	kegg
R07546	C15859	C15861	kegg
R07554	C15935	C15937	kegg
R07555	C05435	C15940	kegg
R07556	C15940	C15941	kegg
R07557	C15941	C15942	kegg
R07558	C02094	C08591	kegg
R07559	C08591	C06098	kegg
R07561	C08592	C15965	kegg
R07562	C08592	C15966	kegg
R07563	C08592	C08583	kegg
R07564	C08591	C15965	kegg
R07565	C08591	C15966	kegg
R07566	C15965	C15967	kegg
R07567	C15966	C15967	kegg
R07568	C08583	C15967	kegg
R07569	C15965	C15968	kegg
R07570	C15966	C15968	kegg
R07571	C06098	C15968	kegg
R07572	C15967	C08580	kegg
R07573	C15968	C08580	kegg
R07574	C06098	C15969	kegg
R07575	C06082	C15970	kegg
R07576	C15514	C09707	kegg
R07577	C09707	C15971	kegg
R07653	C16144	C16145	kegg
R07654	C16145	C16146	kegg
R07655	C16146	C16147	kegg
R07656	C16147	C16148	kegg
R07840	C08586	C16276	kegg
R07841	C06098	C16282	kegg
R07842	C16282	C16284	kegg
R07843	C16270	C16271	kegg
R07844	C05432	C16274	kegg
R07845	C16274	C16275	kegg
R07849	C16279	C16280	kegg
R07850	C05433	C15981	kegg
R07851	C15981	C08601	kegg
R07852	C05435	C15935	kegg
R07856	C05434	C16291	kegg
R07857	C02094	C16340	kegg
R07858	C16340	C15943	kegg
R08988	C02094	C18036	kegg
R08989	C18036	C18037	kegg
R08990	C18037	C09190	kegg
R09671	C19797	C19798	kegg
R09723	C15970	C00031	kegg
R09723	C15970	C06082	kegg
R09746	C16145	C19797	kegg
R09782	C08613	C19892	kegg
R09782	C08613	C07330	kegg
R09783	C19892	C08607	kegg
R09793	C03428	C16144	kegg
R10508	C15867	C08613	kegg
R10558	C20692	C20693	kegg
R10558	C20692	C20694	kegg
R11914	C19798	C21770	kegg
R12179	C02094	C08592	kegg
R12180	C08592	C08583	kegg
R02118	C00371	C03423	kegg
R02119	C00190	C03300	kegg
R02119	C00371	C03300	kegg
R03133	C00979	C01513	kegg
R03133	C00371	C01513	kegg
R03726	C04083	C00170	kegg
R03726	C04083	C01804	kegg
R04038	C00235	C04713	kegg
R05702	C02029	C00371	kegg
R05708	C04083	C00147	kegg
R05708	C04083	C07330	kegg
R08051	C00235	C16424	kegg
R08052	C00235	C16426	kegg
R08053	C16424	C16428	kegg
R08054	C16426	C16429	kegg
R08055	C04713	C16430	kegg
R08061	C16424	C16426	kegg
R08062	C16426	C04713	kegg
R08063	C16428	C16429	kegg
R08064	C16429	C16430	kegg
R08066	C16427	C16431	kegg
R08068	C04083	C00371	kegg
R08069	C04713	C16427	kegg
R08070	C16430	C16431	kegg
R08072	C16427	C04083	kegg
R08072	C16427	C00121	kegg
R08073	C16431	C00371	kegg
R08073	C16431	C00121	kegg
R08075	C00371	C16443	kegg
R08076	C02029	C16448	kegg
R02305	C00448	C01841	kegg
R02306	C00448	C01860	kegg
R02307	C00448	C02004	kegg
R02311	C00448	C06394	kegg
R02875	C00751	C06083	kegg
R03740	C01860	C06080	kegg
R03798	C02004	C06079	kegg
R06466	C01054	C08628	kegg
R06469	C01054	C08616	kegg
R06471	C01054	C08615	kegg
R06523	C00448	C12142	kegg
R07322	C00751	C06310	kegg
R07323	C00751	C06309	kegg
R07630	C00448	C16028	kegg
R07647	C00448	C16143	kegg
R07648	C00448	C16142	kegg
R07649	C00448	C16141	kegg
R07830	C00448	C16269	kegg
R08371	C06394	C07667	kegg
R08373	C00448	C09684	kegg
R08374	C00448	C09704	kegg
R08540	C00448	C16829	kegg
R08541	C00448	C09629	kegg
R08542	C00448	C09699	kegg
R08545	C00448	C09672	kegg
R08546	C00448	C09723	kegg
R08691	C00448	C17277	kegg
R08695	C00448	C09666	kegg
R08696	C00448	C09665	kegg
R08851	C16269	C17953	kegg
